Invoice_Number,Date,Time,Internal_Toy_ID_Number,Toy_Item_Number,Toy_Company,Toy_Name,Suggested_Age,Units_Sold,Total_Line_Revenue,Total_COGS,Payment,Cashier_ID,Member,Coupon,Purchaser_Age,Parking_Validation
662272,2011-06-26,11:42,L210/CS,210,Lego,Cowboys with Horses,6 and up,1,9.45,4.63,Visa,L.W.|880-4986,No,Yes,44,No
662272,2011-06-26,11:42,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,L.W.|880-4986,No,Yes,44,No
662313,2011-06-27,15:50,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,3,29.85,13.44,Visa,B.X.|880-9149,No,No,31,No
662321,2011-06-27,9:15,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Visa,W.C.|880-4861,No,No,40,No
662333,2011-07-03,13:39,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,N.C.|880-3850,No,Yes,22,No
662367,2011-07-03,19:03,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,V.W.|880-4523,No,No,47,No
662408,2011-07-18,16:54,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,V.W.|880-4523,No,No,35,No
662436,2011-07-20,11:17,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,N.W.|880-6237,No,No,36,No
662462,2011-07-22,13:50,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,S.V.|880-5987,No,No,32,Yes
662467,2011-07-25,15:39,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,P.N.|880-3021,Yes,No,25,No
662496,2011-07-26,14:05,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,D.Z.|880-1179,No,No,30,No
662514,2011-08-13,12:37,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,U.O.|880-3720,Yes,Yes,38,No
662560,2011-08-17,11:47,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,Z.T.|880-7477,No,Yes,49,No
662571,2011-08-19,14:42,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,A.U.|880-2167,No,No,32,No
662586,2011-08-19,16:00,D250/AT,192,Duplo,Policemen,6 and up,5,49.75,25.85,Gift Card,W.B.|880-9647,No,No,51,Yes
662599,2011-08-23,14:36,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,U.W.|880-9683,No,No,44,No
662613,2011-08-23,14:25,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Gift Card,N.W.|880-6237,Yes,Yes,18,No
662613,2011-08-23,14:25,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,N.W.|880-6237,Yes,Yes,18,No
662663,2011-08-25,8:21,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,D.U.|880-2953,No,No,43,No
662663,2011-08-25,8:21,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,D.U.|880-2953,No,No,43,No
662693,2011-08-30,15:29,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Visa,D.Z.|880-1179,No,No,27,No
662695,2011-09-01,11:31,L340/FS,340,Lego,Fire Trucks,6 and up,2,69.9,39.84,Visa,N.W.|880-6237,Yes,No,49,No
662729,2011-09-03,15:09,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,Z.T.|880-7477,No,No,31,No
662751,2011-09-03,10:57,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Cash,U.W.|880-9683,No,Yes,43,Yes
662775,2011-09-12,13:20,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Check,S.Y.|880-3139,No,No,35,Yes
662824,2011-09-16,14:01,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,W.C.|880-4861,No,No,49,No
662870,2011-09-17,11:14,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,W.C.|880-4861,No,No,47,Yes
662870,2011-09-17,11:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,W.C.|880-4861,No,No,47,Yes
662883,2011-09-18,12:06,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Cash,W.C.|880-4861,No,No,36,No
662923,2011-09-18,19:06,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,W.C.|880-4861,No,No,34,No
662964,2011-09-29,15:36,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,D.U.|880-2953,No,No,40,Yes
662977,2011-09-29,15:48,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,D.U.|880-2953,Yes,No,44,No
662993,2011-10-06,9:22,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Mastercard,D.U.|880-2953,No,No,33,Yes
663020,2011-10-13,15:22,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,V.W.|880-8599,Yes,No,44,Yes
663036,2011-10-25,16:52,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,L.C.|880-6872,No,No,22,No
663053,2011-10-29,13:27,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,Z.T.|880-7477,No,No,38,No
663053,2011-10-29,13:27,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,Z.T.|880-7477,No,No,38,No
663082,2011-11-01,16:25,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,B.B.|880-9330,No,No,36,No
663082,2011-11-01,16:25,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.B.|880-9330,No,No,36,No
663115,2011-11-01,12:15,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Visa,P.N.|880-3021,Yes,Yes,40,Yes
663129,2011-11-01,10:21,D198/LX,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,P.N.|880-3021,No,Yes,35,No
663148,2011-11-01,11:49,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,C.X.|880-3590,No,No,27,No
663187,2011-11-01,13:06,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,S.Y.|880-3139,No,No,34,No
663196,2011-11-02,15:22,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Gift Card,U.W.|880-9683,No,No,31,No
663196,2011-11-02,15:22,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Gift Card,U.W.|880-9683,No,No,31,No
663229,2011-11-02,15:28,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,S.Y.|880-3139,No,No,42,No
663268,2011-11-02,16:46,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Visa,V.W.|880-8599,Yes,No,43,Yes
663268,2011-11-02,16:46,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,V.W.|880-8599,Yes,No,43,Yes
663301,2011-11-02,17:51,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,L.W.|880-4986,Yes,No,34,No
663314,2011-11-02,8:52,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Discover,Z.T.|880-7477,No,No,33,No
663314,2011-11-02,8:52,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,Z.T.|880-7477,No,No,33,No
663314,2011-11-02,8:52,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Discover,Z.T.|880-7477,No,No,33,No
663351,2011-11-03,14:49,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.C.|880-3850,No,No,33,No
663366,2011-11-03,15:47,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Y.P.|880-6894,No,No,39,Yes
663384,2011-11-04,9:04,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,A.U.|880-2167,Yes,No,42,No
663384,2011-11-04,9:04,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,A.U.|880-2167,Yes,No,42,No
663425,2011-11-05,19:01,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,H.B.|880-3254,No,No,32,No
663455,2011-11-05,16:04,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.S.|880-7532,No,No,40,No
663495,2011-11-05,15:06,D218/FN,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,U.W.|880-9683,No,No,30,No
663506,2011-11-06,12:39,L252/LR,255,Duplo,Farming Scene,7 and up,2,49.9,32.44,Gift Card,B.B.|880-9330,No,No,33,No
663521,2011-11-06,15:57,L330/GN,330,Lego,Gas Station,8 and up,1,32.95,19.11,Cash,V.W.|880-4523,No,No,27,No
663523,2011-11-06,16:17,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,Z.T.|880-7477,No,Yes,45,No
663523,2011-11-06,16:17,L217/SN,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Check,Z.T.|880-7477,No,Yes,45,No
663561,2011-11-06,12:00,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Cash,L.W.|880-4986,No,No,45,No
663570,2011-11-06,10:55,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,S.V.|880-5987,No,No,39,No
663600,2011-11-06,11:11,L196/AR,196,Lego,Antique Car,8 and up,2,15.9,8.9,Mastercard,S.Y.|880-3139,No,No,39,No
663612,2011-11-06,14:01,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,L.W.|880-4986,Yes,No,30,No
663653,2011-11-06,16:05,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Discover,N.C.|880-3850,No,No,44,No
663694,2011-11-06,10:19,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,C.X.|880-3590,No,Yes,49,No
663723,2011-11-07,12:18,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,H.B.|880-3254,Yes,No,37,No
663756,2011-11-07,17:04,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,P.N.|880-3021,No,No,38,No
663799,2011-11-08,12:05,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,N.C.|880-3850,No,No,49,No
663800,2011-11-09,9:56,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Y.P.|880-6894,No,No,32,No
663822,2011-11-10,12:24,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,D.U.|880-2953,No,Yes,34,No
663854,2011-11-10,12:25,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,B.B.|880-9330,No,No,48,No
663889,2011-11-10,15:59,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Cash,V.W.|880-8599,No,No,43,No
663919,2011-11-10,9:55,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.C.|880-3850,No,No,43,No
663919,2011-11-10,9:55,L252/LR,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,N.C.|880-3850,No,No,43,No
663951,2011-11-10,14:20,L217/SN,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,Z.T.|880-7477,No,No,41,No
663971,2011-11-10,15:26,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,N.W.|880-6237,Yes,No,32,No
663977,2011-11-10,8:46,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.T.|880-7477,No,Yes,46,No
664005,2011-11-11,14:55,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Discover,H.B.|880-3254,No,No,30,No
664006,2011-11-11,16:44,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,W.C.|880-4861,No,No,37,No
664016,2011-11-12,11:18,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,N.W.|880-6237,No,No,38,No
664016,2011-11-12,11:18,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,N.W.|880-6237,No,No,38,No
664047,2011-11-12,15:06,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,W.C.|880-4861,No,No,43,No
664082,2011-11-12,16:13,D199/SR,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,N.C.|880-3850,Yes,No,43,Yes
664111,2011-11-12,11:13,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,N.C.|880-3850,No,No,35,No
664126,2011-11-13,13:39,D254/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Cash,L.C.|880-6872,No,No,33,No
664135,2011-11-13,20:33,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,B.Y.|880-6845,Yes,Yes,48,No
664158,2011-11-13,9:10,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Mastercard,Z.T.|880-7477,No,No,30,No
664200,2011-11-14,12:49,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,S.V.|880-5987,No,No,60,No
664203,2011-11-14,15:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,U.O.|880-3720,No,No,35,No
664218,2011-11-14,10:00,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,D.S.|880-7532,No,No,30,Yes
664268,2011-11-15,9:58,D250/AT,192,Duplo,Policemen,6 and up,3,29.85,15.51,Visa,S.V.|880-5987,No,Yes,31,No
664303,2011-11-15,19:51,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.Y.|880-3139,No,No,31,Yes
664322,2011-11-16,8:48,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,L.C.|880-6872,No,No,37,No
664322,2011-11-16,8:48,L194/FY,194,Lego,Family,4 and up,4,59.8,33.48,Mastercard,L.C.|880-6872,No,No,37,No
664369,2011-11-16,15:55,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,D.Z.|880-1179,No,No,32,No
664388,2011-11-17,14:50,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,S.Y.|880-3139,No,No,46,Yes
664415,2011-11-17,16:27,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Mastercard,V.W.|880-4523,No,No,66,No
664436,2011-11-17,12:12,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,W.C.|880-4861,No,No,37,No
664436,2011-11-17,12:12,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,W.C.|880-4861,No,No,37,No
664478,2011-11-17,13:00,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,S.Y.|880-3139,No,No,29,No
664520,2011-11-18,15:58,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.W.|880-6237,Yes,Yes,29,Yes
664522,2011-11-18,12:01,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,D.W.|880-7199,No,No,46,No
664571,2011-11-18,13:46,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,S.Y.|880-3139,No,No,38,No
664571,2011-11-18,13:46,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,S.Y.|880-3139,No,No,38,No
664616,2011-11-19,14:12,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Cash,V.W.|880-8599,Yes,Yes,21,No
664616,2011-11-19,14:12,D255/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Cash,V.W.|880-8599,Yes,Yes,21,No
664616,2011-11-19,14:12,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,V.W.|880-8599,Yes,Yes,21,No
664659,2011-11-20,20:44,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,C.X.|880-3590,No,Yes,28,No
664659,2011-11-20,20:44,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,C.X.|880-3590,No,Yes,28,No
664707,2011-11-21,15:26,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Discover,U.W.|880-9683,No,No,21,No
664731,2011-11-21,12:49,L194/FY,194,Lego,Family,4 and up,1,14.95,8.37,Visa,L.C.|880-6872,No,Yes,25,No
664741,2011-11-21,16:49,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Discover,S.Y.|880-3139,No,No,50,No
664756,2011-11-21,18:16,D198/LX,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.C.|880-6872,No,No,49,No
664782,2011-11-21,11:51,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Discover,C.X.|880-3590,No,No,66,No
664782,2011-11-21,11:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Discover,C.X.|880-3590,No,No,66,No
664787,2011-11-22,11:55,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,P.N.|880-3021,No,Yes,50,No
664789,2011-11-22,14:01,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.B.|880-9330,Yes,No,45,No
664789,2011-11-22,14:01,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.B.|880-9330,Yes,No,45,No
664807,2011-11-22,17:46,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Cash,D.Z.|880-1179,No,No,50,Yes
664856,2011-11-22,9:18,L197/FS,199,Duplo,Scooter,4 and up,2,9.9,5.04,Cash,D.W.|880-7199,No,No,39,Yes
664884,2011-11-22,11:17,D198/LX,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,U.W.|880-9683,No,No,28,No
664898,2011-11-22,10:15,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,A.U.|880-2167,No,No,26,Yes
664948,2011-11-22,16:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,D.W.|880-7199,No,No,37,Yes
664948,2011-11-22,16:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,D.W.|880-7199,No,No,37,Yes
664958,2011-11-22,12:47,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Cash,B.X.|880-9149,No,No,37,No
664989,2011-11-22,13:02,D192/PN,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,W.C.|880-4861,No,No,27,No
664989,2011-11-22,13:02,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,W.C.|880-4861,No,No,27,No
665036,2011-11-23,15:52,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.Y.|880-6845,No,Yes,34,No
665052,2011-11-23,10:32,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,V.W.|880-4523,Yes,No,33,No
665100,2011-11-23,15:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,U.O.|880-3720,No,No,11,No
665111,2011-11-23,12:53,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,D.Z.|880-1179,Yes,Yes,36,Yes
665119,2011-11-24,19:00,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,N.C.|880-3850,Yes,Yes,35,No
665119,2011-11-24,19:00,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,N.C.|880-3850,Yes,Yes,35,No
665161,2011-11-24,14:38,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,P.N.|880-3021,Yes,Yes,72,No
665186,2011-11-25,13:14,L197/FS,199,Duplo,Scooter,4 and up,2,9.9,5.04,Visa,Z.T.|880-7477,No,No,46,Yes
665213,2011-11-25,11:33,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,W.B.|880-9647,No,No,43,No
665255,2011-11-26,16:23,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,V.W.|880-4523,Yes,No,31,No
665264,2011-11-26,14:11,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,P.N.|880-3021,No,No,35,No
665295,2011-11-26,14:12,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,D.U.|880-2953,No,No,38,No
665337,2011-11-26,12:58,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Discover,U.W.|880-9683,No,Yes,30,Yes
665337,2011-11-26,12:58,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Discover,U.W.|880-9683,No,Yes,30,Yes
665367,2011-11-27,15:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Check,N.C.|880-3850,No,No,31,No
665367,2011-11-27,15:14,L197/FS,199,Duplo,Scooter,4 and up,4,19.8,10.08,Check,N.C.|880-3850,No,No,31,No
665379,2011-11-27,9:33,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,P.N.|880-3021,No,No,44,No
665405,2011-11-28,16:58,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,Z.T.|880-7477,No,No,37,No
665409,2011-11-28,15:24,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,A.U.|880-2167,No,No,33,No
665449,2011-11-28,11:48,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,U.W.|880-9683,No,No,43,No
665449,2011-11-28,11:48,L217/SN,255,Duplo,Farming Scene,7 and up,2,49.9,32.44,Mastercard,U.W.|880-9683,No,No,43,No
665488,2011-11-28,14:26,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,A.U.|880-2167,Yes,No,43,Yes
665519,2011-11-28,16:07,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,S.V.|880-5987,No,No,38,No
665520,2011-11-29,20:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Visa,U.W.|880-9683,No,No,69,Yes
665569,2011-11-29,15:54,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Gift Card,S.V.|880-5987,No,No,40,Yes
665605,2011-11-29,10:00,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Check,Z.T.|880-7477,No,No,40,Yes
665621,2011-11-29,13:23,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,U.O.|880-3720,No,No,34,Yes
665647,2011-11-29,16:55,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,V.W.|880-8599,No,No,27,No
665658,2011-11-29,11:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Mastercard,Y.P.|880-6894,No,No,36,Yes
665658,2011-11-29,11:40,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,Y.P.|880-6894,No,No,36,Yes
665663,2011-11-29,20:09,L217/SN,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,D.U.|880-2953,No,No,40,No
665711,2011-11-29,13:22,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.U.|880-2953,No,No,32,No
665724,2011-11-30,11:36,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.Q.|880-4240,Yes,Yes,20,No
665727,2011-11-30,11:07,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.U.|880-2953,No,No,27,No
665727,2011-11-30,11:07,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.U.|880-2953,No,No,27,No
665727,2011-11-30,11:07,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.U.|880-2953,No,No,27,No
665765,2011-12-01,9:33,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,U.O.|880-3720,No,No,36,Yes
665815,2011-12-01,11:19,D199/SR,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,V.W.|880-8599,No,No,61,No
665815,2011-12-01,11:19,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,V.W.|880-8599,No,No,61,No
665840,2011-12-01,15:49,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,A.U.|880-2167,No,No,30,No
665840,2011-12-01,15:49,D218/FN,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,A.U.|880-2167,No,No,30,No
665857,2011-12-01,11:08,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,B.X.|880-9149,Yes,No,20,No
665902,2011-12-01,13:06,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,S.Y.|880-3139,No,No,32,No
665932,2011-12-02,13:07,L252/LR,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,B.B.|880-9330,No,No,37,No
665961,2011-12-02,12:33,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,B.B.|880-9330,No,Yes,43,No
665977,2011-12-02,13:17,D198/LX,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.U.|880-2953,No,No,37,No
666002,2011-12-03,13:59,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.W.|880-7199,Yes,Yes,36,No
666047,2011-12-03,10:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,D.W.|880-7199,No,No,16,No
666086,2011-12-03,16:54,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,W.B.|880-9647,No,No,53,No
666094,2011-12-03,13:42,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Mastercard,B.B.|880-9330,No,No,32,Yes
666100,2011-12-03,15:39,L194/FY,194,Lego,Family,4 and up,2,29.9,16.74,Cash,H.B.|880-3254,No,No,38,No
666110,2011-12-03,10:28,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,N.C.|880-3850,No,Yes,34,No
666116,2011-12-03,13:44,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Discover,P.N.|880-3021,No,No,47,Yes
666137,2011-12-04,13:08,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,U.O.|880-3720,No,No,36,No
666187,2011-12-04,13:56,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Visa,H.B.|880-3254,No,No,36,No
666187,2011-12-04,13:56,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,H.B.|880-3254,No,No,36,No
666232,2011-12-04,17:35,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Mastercard,D.Z.|880-1179,No,No,27,No
666232,2011-12-04,17:35,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Mastercard,D.Z.|880-1179,No,No,27,No
666232,2011-12-04,17:35,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.Z.|880-1179,No,No,27,No
666245,2011-12-04,15:30,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,A.U.|880-2167,No,No,26,No
666294,2011-12-05,20:54,L252/LR,255,Duplo,Farming Scene,7 and up,4,99.8,64.88,Mastercard,Y.P.|880-6894,No,No,39,No
666344,2011-12-05,14:33,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,U.W.|880-9683,No,No,35,Yes
